rec_id	datetime	press4	press1	temp1	relhum1	temp_ext	relhum_ext	volt	counts1	nsecs1	N1T_C	N1RH	moder_cph_filt
1036	2019-05-28T18:41:00Z	942.72	942.7	11.6	48.9	9.3	94.7	13.6	382	1200	15.8	0.0	1146.0
1037	2019-05-28T19:01:00Z	942.7	942.9	11.4	49.3	9.1	95.1	13.5	404	1200	15.7	0.0	1212.0
1038	2019-05-28T19:21:00Z	943.2	943.2	11.3	49.5	9.0	94.8	13.4	382	1200	15.5	0.0	1146.0
1039	2019-05-28T19:41:00Z	943.23	943.3	11.1	49.4	8.9	95.4	13.3	347	1200	15.3	0.0	1041.0
1040	2019-05-28T20:01:00Z	943.29	943.4	11.0	49.6	8.9	94.4	13.3	397	1200	15.2	0.0	1191.0
1041	2019-05-28T20:21:00Z	943.58	943.7	10.9	49.8	8.7	94.7	13.3	423	1200	15.1	0.0	1269.0
1042	2019-05-28T20:41:00Z	943.74	943.9	10.8	49.7	8.7	93.3	13.2	369	1200	15.0	0.0	1107.0
1043	2019-05-28T21:01:00Z	943.76	944.0	10.7	49.9	8.7	93.6	13.2	401	1200	14.9	0.0	1203.0
1044	2019-05-28T21:21:00Z	943.84	944.0	10.7	49.8	8.7	92.4	13.2	348	1200	14.8	0.0	1044.0
1045	2019-05-28T21:41:00Z	943.83	944.1	10.6	49.5	8.7	91.2	13.2	388	1200	14.8	0.0	1164.0
1046	2019-05-28T22:01:00Z	943.84	944.2	10.6	49.4	8.6	91.8	13.2	384	1200	14.7	0.0	1152.0
1047	2019-05-28T22:21:00Z	943.93	944.2	10.5	49.2	8.7	91.5	13.2	435	1200	14.7	0.0	1305.0
1048	2019-05-28T22:41:00Z	943.93	944.2	10.5	49.0	8.6	90.0	13.2	369	1200	14.6	0.0	1107.0
1049	2019-05-28T23:01:00Z	943.91	944.2	10.5	48.8	8.6	90.3	13.1	364	1200	14.6	0.0	1092.0
1050	2019-05-28T23:21:00Z	944.1	944.3	10.4	48.7	8.7	88.8	13.1	433	1200	14.5	0.0	1299.0
1051	2019-05-28T23:41:00Z	944.34	944.5	10.4	48.6	8.7	89.6	13.1	388	1200	14.5	0.0	1164.0
1052	2019-05-29T00:01:00Z	944.48	944.6	10.3	48.5	8.2	93.1	13.1	401	1200	14.5	0.0	1203.0
1053	2019-05-29T00:21:00Z	944.64	944.8	10.2	48.4	7.8	97.3	13.1	372	1200	14.5	0.0	1116.0
1054	2019-05-29T00:41:00Z	944.73	944.9	10.1	48.7	7.7	98.9	13.1	396	1200	14.4	0.0	1188.0
1055	2019-05-29T01:01:00Z	944.78	944.9	10.0	48.9	7.6	99.6	13.1	385	1200	14.2	0.0	1155.0
1056	2019-05-29T01:21:00Z	944.93	945.0	9.9	49.2	7.5	99.6	13.1	383	1200	14.0	0.0	1149.0
1057	2019-05-29T01:41:00Z	945.06	945.0	9.8	49.4	7.5	100.0	13.1	363	1200	13.9	0.0	1089.0
1058	2019-05-29T02:01:00Z	945.06	945.1	9.7	49.6	7.5	100.0	13.1	415	1200	13.9	0.0	1245.0
1059	2019-05-29T02:21:00Z	945.13	945.2	9.7	50.0	7.5	99.8	13.1	402	1200	13.8	0.0	1206.0
1060	2019-05-29T02:41:00Z	945.2	945.3	9.6	50.1	7.6	99.6	13.1	393	1200	13.7	0.0	1179.0
1061	2019-05-29T03:01:00Z	945.53	945.6	9.6	50.2	7.7	99.4	13.1	366	1200	13.7	0.0	1098.0
1062	2019-05-29T03:21:00Z	945.78	945.8	9.6	50.3	7.8	99.0	13.1	388	1200	13.7	0.0	1164.0
1063	2019-05-29T03:41:00Z	945.95	946.0	9.6	50.5	7.7	99.9	13.1	397	1200	13.8	0.0	1191.0
1064	2019-05-29T04:01:00Z	946.21	946.2	9.6	50.5	7.7	99.7	13.1	365	1200	13.8	0.0	1095.0
1065	2019-05-29T04:21:00Z	946.47	946.5	9.7	50.4	7.9	99.6	13.2	419	1200	13.8	0.0	1257.0
1066	2019-05-29T04:41:00Z	946.7	946.8	9.8	50.3	7.9	99.2	13.3	381	1200	13.9	0.0	1143.0
1067	2019-05-29T05:01:00Z	946.92	947.0	9.8	49.9	8.1	99.8	13.5	394	1200	14.0	0.0	1182.0
1068	2019-05-29T05:21:00Z	947.28	947.3	9.9	49.6	8.0	99.5	13.7	331	1200	14.1	0.0	993.0
1069	2019-05-29T05:41:00Z	947.46	947.5	10.1	49.3	8.1	99.7	14.1	412	1200	14.3	0.0	1236.0
1070	2019-05-29T06:01:00Z	947.6	947.7	10.2	49.0	8.4	100.0	14.5	378	1200	14.4	0.0	1134.0
1071	2019-05-29T06:21:00Z	947.92	947.9	10.4	48.6	8.4	99.8	14.5	391	1200	14.6	0.0	1173.0
1072	2019-05-29T06:41:00Z	947.99	948.1	10.5	48.4	9.0	100.0	14.5	357	1200	14.7	0.0	1071.0
1073	2019-05-29T07:01:00Z	948.28	948.3	10.8	48.1	9.1	98.4	14.5	384	1200	14.9	0.0	1152.0
1074	2019-05-29T07:21:00Z	948.51	948.5	11.1	47.8	9.5	98.7	14.5	363	1200	15.2	0.0	1089.0
1075	2019-05-29T07:41:00Z	948.55	948.6	11.4	47.4	9.3	97.5	14.5	381	1200	15.5	0.0	1143.0
1076	2019-05-29T08:01:00Z	948.75	948.8	11.7	47.0	10.2	98.7	14.5	353	1200	15.8	0.0	1059.0
1077	2019-05-29T08:21:00Z	948.61	948.9	12.0	46.6	10.6	96.6	14.5	386	1200	16.1	0.0	1158.0
1078	2019-05-29T08:41:00Z	948.85	949.0	12.5	46.3	10.6	96.7	14.5	397	1200	16.5	0.0	1191.0
1079	2019-05-29T09:01:00Z	948.96	949.1	12.7	46.0	10.8	96.3	14.1	393	1200	16.9	0.0	1179.0
1080	2019-05-29T09:21:00Z	949.05	949.1	12.9	45.6	11.3	94.0	14.1	359	1200	17.1	0.0	1077.0
1081	2019-05-29T09:41:00Z	949.19	949.2	13.1	45.4	11.4	91.1	14.1	360	1200	17.4	0.0	1080.0
1082	2019-05-29T10:01:00Z	949.3	949.3	13.3	45.2	11.7	90.0	14.1	378	1200	17.6	0.0	1134.0
1083	2019-05-29T10:21:00Z	949.12	949.3	13.6	45.2	12.2	88.5	14.1	382	1200	17.8	0.0	1146.0
1084	2019-05-29T10:41:00Z	949.42	949.5	14.1	45.1	12.6	86.2	14.0	363	1200	18.0	0.0	1089.0
1085	2019-05-29T11:01:00Z	949.59	949.7	14.0	44.7	9.0	97.3	14.0	337	1200	18.2	0.0	1011.0
1086	2019-05-29T11:21:00Z	949.56	949.6	13.0	45.0	10.4	99.2	14.1	347	1200	17.7	0.0	1041.0
1087	2019-05-29T11:41:00Z	949.58	949.7	13.0	45.7	11.9	95.6	14.1	372	1199	17.4	0.0	1116.9
1088	2019-05-29T12:01:00Z	950.18	950.2	13.2	45.7	8.1	99.1	14.1	393	1200	17.5	0.0	1179.0
1089	2019-05-29T12:21:00Z	950.14	950.2	12.3	46.1	8.8	99.9	14.1	371	1200	16.9	0.0	1113.0
1090	2019-05-29T12:41:00Z	950.48	950.4	11.9	46.5	9.2	99.8	14.1	380	1200	16.4	0.0	1140.0
1091	2019-05-29T13:01:00Z	950.65	950.6	11.9	46.7	9.5	99.8	14.1	362	1200	16.1	0.0	1086.0
1092	2019-05-29T13:21:00Z	950.68	950.6	11.9	46.6	9.7	100.0	14.1	361	1200	16.0	0.0	1083.0
1093	2019-05-29T13:41:00Z	950.6	950.6	12.1	46.4	9.7	99.3	14.1	397	1200	16.0	0.0	1191.0
1094	2019-05-29T14:01:00Z	950.58	950.6	12.3	46.6	10.1	99.2	14.1	387	1200	16.2	0.0	1161.0
1095	2019-05-29T14:21:00Z	950.62	950.7	12.5	46.8	10.4	98.2	14.1	377	1200	16.5	0.0	1131.0
1096	2019-05-29T14:41:00Z	950.53	950.7	12.8	47.0	10.9	99.0	14.1	368	1200	16.7	0.0	1104.0
1098	2019-05-29T15:21:00Z	950.75	950.9	13.2	47.2	11.3	96.0	14.0	365	1200	17.2	0.0	1095.0
1099	2019-05-29T15:41:00Z	951.09	951.3	13.3	47.4	10.5	97.4	14.1	336	1200	17.4	0.0	1008.0
1100	2019-05-29T16:01:00Z	951.98	952.0	12.7	47.1	8.7	100.0	13.8	370	1200	17.2	0.0	1110.0
1101	2019-05-29T16:21:00Z	952.26	952.2	11.9	46.9	8.4	100.0	13.8	365	1200	16.5	0.0	1095.0
1102	2019-05-29T16:41:00Z	952.19	952.2	11.4	47.6	8.0	100.0	13.8	386	1200	16.0	0.0	1158.0
1103	2019-05-29T17:01:00Z	952.25	952.4	11.1	48.2	8.2	100.0	13.7	364	1200	15.4	0.0	1092.0
1104	2019-05-29T17:21:00Z	952.2	952.3	10.9	48.0	8.4	100.0	13.6	346	1200	15.0	0.0	1038.0
1105	2019-05-29T17:41:00Z	952.32	952.4	10.8	47.6	8.2	100.0	13.6	348	1200	14.8	0.0	1044.0
1106	2019-05-29T18:01:00Z	952.58	952.6	10.7	47.3	8.2	100.0	13.5	369	1200	14.7	0.0	1107.0
1107	2019-05-29T18:21:00Z	952.72	952.7	10.7	47.8	8.2	100.0	13.4	354	1200	14.6	0.0	1062.0
1108	2019-05-29T18:41:00Z	952.89	952.9	10.6	48.2	8.2	100.0	13.4	368	1200	14.5	0.0	1104.0
1109	2019-05-29T19:01:00Z	953.04	953.1	10.5	48.5	8.2	100.0	13.3	407	1200	14.5	0.0	1221.0
1110	2019-05-29T19:21:00Z	953.26	953.3	10.5	48.8	8.2	100.0	13.3	373	1200	14.4	0.0	1119.0
1111	2019-05-29T19:41:00Z	953.86	953.9	10.5	48.9	8.3	100.0	13.2	354	1200	14.5	0.0	1062.0
1112	2019-05-29T20:01:00Z	954.01	954.1	10.5	48.5	8.2	100.0	13.2	344	1200	14.5	0.0	1032.0
1113	2019-05-29T20:21:00Z	954.24	954.3	10.4	48.0	8.2	100.0	13.2	309	1200	14.5	0.0	927.0
1114	2019-05-29T20:41:00Z	954.55	954.6	10.4	47.6	8.2	100.0	13.2	330	1200	14.4	0.0	990.0
1115	2019-05-29T21:01:00Z	954.58	954.6	10.3	47.1	8.1	100.0	13.2	383	1200	14.4	0.0	1149.0
1116	2019-05-29T21:21:00Z	954.58	954.6	10.2	46.8	8.0	100.0	13.2	346	1200	14.3	0.0	1038.0
1117	2019-05-29T21:41:00Z	954.53	954.7	10.1	46.5	8.0	100.0	13.2	383	1200	14.3	0.0	1149.0
1118	2019-05-29T22:01:00Z	954.86	954.9	10.0	46.3	7.9	100.0	13.1	391	1200	14.2	0.0	1173.0
1119	2019-05-29T22:21:00Z	954.87	955.0	10.0	46.0	8.0	100.0	13.1	370	1200	14.1	0.0	1110.0
1120	2019-05-29T22:41:00Z	955.12	955.2	10.0	45.9	8.1	100.0	13.1	336	1200	14.1	0.0	1008.0
1121	2019-05-29T23:01:00Z	955.05	955.1	10.0	46.0	8.1	100.0	13.1	345	1200	14.1	0.0	1035.0
1122	2019-05-29T23:21:00Z	955.02	955.1	10.0	45.8	8.2	100.0	13.1	363	1200	14.1	0.0	1089.0
1123	2019-05-29T23:41:00Z	954.99	955.1	10.0	45.6	8.1	100.0	13.1	352	1200	14.1	0.0	1056.0
1124	2019-05-30T00:01:00Z	955.07	955.1	10.0	45.5	8.0	100.0	13.1	369	1200	14.1	0.0	1107.0
1125	2019-05-30T00:21:00Z	955.03	955.2	9.9	45.6	7.9	100.0	13.1	349	1200	14.1	0.0	1047.0
1126	2019-05-30T00:41:00Z	955.04	955.2	9.8	45.4	7.8	100.0	13.1	350	1200	14.0	0.0	1050.0
1127	2019-05-30T01:01:00Z	954.96	955.1	9.7	45.3	7.6	100.0	13.1	351	1200	14.0	0.0	1053.0
1128	2019-05-30T01:21:00Z	954.86	955.0	9.6	45.6	7.7	100.0	13.1	344	1200	13.9	0.0	1032.0
1129	2019-05-30T01:41:00Z	954.84	955.0	9.5	46.0	7.6	100.0	13.1	351	1200	13.8	0.0	1053.0
1130	2019-05-30T02:01:00Z	954.92	955.0	9.4	45.7	7.3	100.0	13.1	364	1200	13.8	0.0	1092.0
1131	2019-05-30T02:21:00Z	954.93	955.1	9.3	45.4	7.1	100.0	13.0	349	1200	13.7	0.0	1047.0
1132	2019-05-30T02:41:00Z	954.94	955.1	9.0	45.2	6.5	100.0	13.0	388	1200	13.5	0.0	1164.0
1133	2019-05-30T03:01:00Z	954.87	955.2	8.6	45.0	6.0	100.0	13.0	361	1200	13.2	0.0	1083.0
1134	2019-05-30T03:21:00Z	955.26	955.3	8.2	45.0	5.7	100.0	13.0	346	1200	12.8	0.0	1038.0
1135	2019-05-30T03:41:00Z	955.27	955.3	7.6	44.9	4.6	100.0	13.1	366	1200	12.4	0.0	1098.0
1136	2019-05-30T04:01:00Z	955.42	955.5	7.4	45.3	5.9	100.0	13.1	366	1200	12.0	0.0	1098.0
1137	2019-05-30T04:21:00Z	955.62	955.7	7.7	45.4	6.1	100.0	13.2	316	1200	11.9	0.0	948.0
1138	2019-05-30T04:41:00Z	955.72	955.9	7.9	45.3	6.9	100.0	13.4	386	1200	12.0	0.0	1158.0
1139	2019-05-30T05:01:00Z	955.96	956.0	8.4	45.4	8.1	100.0	14.0	380	1200	12.2	0.0	1140.0
1140	2019-05-30T05:21:00Z	955.95	956.1	9.2	45.2	9.1	99.3	14.6	391	1200	12.8	0.0	1173.0
1141	2019-05-30T05:41:00Z	956.04	956.2	9.8	44.8	10.1	98.6	14.5	362	1200	13.4	0.0	1086.0
1142	2019-05-30T06:01:00Z	956.18	956.2	10.9	44.9	10.5	98.2	14.5	350	1200	14.5	0.0	1050.0
1143	2019-05-30T06:21:00Z	956.41	956.3	11.9	44.5	11.9	98.1	14.5	372	1200	15.7	0.0	1116.0
1144	2019-05-30T06:41:00Z	956.46	956.4	12.9	44.0	11.9	94.7	14.2	368	1200	16.8	0.0	1104.0
1146	2019-05-30T07:21:00Z	956.71	956.6	13.8	42.8	11.0	96.3	14.1	359	1200	18.4	0.0	1077.0
1147	2019-05-30T07:41:00Z	956.75	956.7	13.6	42.9	13.8	94.1	14.1	352	1200	18.7	0.0	1056.0
1148	2019-05-30T08:01:00Z	956.84	956.8	14.2	42.5	12.3	92.1	14.0	379	1200	19.1	0.0	1137.0
1149	2019-05-30T08:21:00Z	956.94	956.8	13.9	42.3	11.6	92.4	14.0	385	1200	19.2	0.0	1155.0
1150	2019-05-30T08:41:00Z	957.03	956.9	13.6	42.4	11.9	91.4	14.0	339	1200	18.9	0.0	1017.0
1151	2019-05-30T09:01:00Z	957.06	956.9	13.6	42.5	12.2	89.6	14.1	353	1200	18.7	0.0	1059.0
1152	2019-05-30T09:21:00Z	957.09	957.0	13.8	42.6	13.0	85.6	14.0	367	1200	18.6	0.0	1101.0
1153	2019-05-30T09:41:00Z	957.06	957.0	14.2	42.3	13.5	80.8	14.0	365	1200	18.6	0.0	1095.0
1154	2019-05-30T10:01:00Z	956.95	956.9	14.5	42.0	13.4	77.2	14.0	382	1200	18.8	0.0	1146.0
1155	2019-05-30T10:21:00Z	956.93	956.8	14.6	41.8	13.9	71.8	14.0	363	1200	18.9	0.0	1089.0
1156	2019-05-30T10:41:00Z	956.81	956.8	14.9	41.7	14.6	64.0	14.0	367	1200	19.0	0.0	1101.0
1157	2019-05-30T11:01:00Z	956.78	956.8	15.4	41.6	15.6	63.0	14.0	347	1200	19.2	0.0	1041.0
1158	2019-05-30T11:21:00Z	956.76	956.7	16.0	41.4	16.6	57.9	14.0	349	1200	19.5	0.0	1047.0
1159	2019-05-30T11:41:00Z	956.62	956.6	16.8	41.1	16.7	50.1	13.9	374	1200	19.9	0.0	1122.0
1160	2019-05-30T12:01:00Z	956.57	956.6	16.8	40.6	14.8	59.5	13.9	354	1200	20.2	0.0	1062.0
1161	2019-05-30T12:21:00Z	956.64	956.5	16.3	40.7	14.9	54.6	14.0	343	1200	20.2	0.0	1029.0
1162	2019-05-30T12:41:00Z	956.64	956.6	16.2	40.9	15.8	57.9	14.0	347	1200	20.2	0.0	1041.0
1163	2019-05-30T13:01:00Z	956.41	956.3	16.8	40.9	17.7	53.6	13.9	370	1200	20.4	0.0	1110.0
1164	2019-05-30T13:21:00Z	956.27	956.2	18.1	40.3	18.0	43.9	13.9	321	1200	20.9	0.0	963.0
1165	2019-05-30T13:41:00Z	956.13	956.1	19.4	39.1	16.8	46.9	13.9	384	1200	21.6	0.0	1152.0
1166	2019-05-30T14:01:00Z	956.15	956.2	19.0	38.7	16.9	47.3	13.9	352	1200	21.9	0.0	1056.0
1167	2019-05-30T14:21:00Z	956.1	956.0	19.2	38.8	17.8	52.5	13.9	381	1200	22.1	0.0	1143.0
1168	2019-05-30T14:41:00Z	956.28	956.1	20.2	38.3	20.2	43.5	13.8	381	1200	22.6	0.0	1143.0
1169	2019-05-30T15:01:00Z	956.27	956.1	20.6	37.8	17.9	46.3	13.8	381	1200	23.0	0.0	1143.0
1170	2019-05-30T15:21:00Z	956.08	956.1	19.8	37.7	16.3	46.9	13.9	371	1200	23.0	0.0	1113.0
1171	2019-05-30T15:41:00Z	956.14	956.0	20.0	38.2	21.2	37.2	13.8	349	1200	23.0	0.0	1047.0
1172	2019-05-30T16:01:00Z	956.06	955.9	20.9	37.8	20.4	44.3	13.8	363	1200	23.2	0.0	1089.0
1173	2019-05-30T16:21:00Z	956.03	955.9	20.7	37.6	18.0	42.9	13.8	386	1200	23.3	0.0	1158.0
1174	2019-05-30T16:41:00Z	956.15	956.0	20.4	37.9	20.0	38.1	13.8	344	1200	23.3	0.0	1032.0
1175	2019-05-30T17:01:00Z	956.16	956.0	20.8	37.8	19.5	52.3	13.8	324	1200	23.4	0.0	972.0
1176	2019-05-30T17:21:00Z	956.21	956.1	20.2	37.7	16.4	65.5	13.8	383	1200	23.4	0.0	1149.0
1177	2019-05-30T17:41:00Z	956.17	956.1	19.1	38.3	13.8	70.8	13.9	340	1200	22.8	0.0	1020.0
1178	2019-05-30T18:01:00Z	956.45	956.2	17.8	38.7	13.2	71.3	13.9	391	1200	22.0	0.0	1173.0
1179	2019-05-30T18:21:00Z	956.24	956.3	16.5	39.2	10.7	81.6	13.8	363	1200	21.1	0.0	1089.0
1180	2019-05-30T18:41:00Z	956.19	956.3	15.2	39.9	9.9	87.2	13.7	327	1200	19.9	0.0	981.0
1181	2019-05-30T19:01:00Z	956.53	956.4	14.0	40.5	9.2	91.6	13.5	388	1200	18.8	0.0	1164.0
1183	2019-05-30T19:41:00Z	956.51	956.6	12.6	41.3	9.0	92.9	13.4	372	1200	17.0	0.0	1116.0
1184	2019-05-30T20:01:00Z	956.83	956.8	12.3	41.8	9.2	91.1	13.3	372	1200	16.4	0.0	1116.0
1185	2019-05-30T20:21:00Z	957.06	957.0	11.9	42.0	8.3	92.1	13.3	359	1200	15.9	0.0	1077.0
1186	2019-05-30T20:41:00Z	957.11	957.1	11.5	42.1	8.5	91.2	13.2	360	1199	15.5	0.0	1080.9
1187	2019-05-30T21:01:00Z	957.18	957.2	11.3	42.2	7.6	95.8	13.2	378	1200	15.1	0.0	1134.0
1188	2019-05-30T21:21:00Z	957.04	957.1	11.0	42.6	8.5	94.2	13.2	357	1200	14.8	0.0	1071.0
1189	2019-05-30T21:41:00Z	957.04	957.1	11.1	43.8	8.7	90.3	13.2	343	1200	14.6	0.0	1029.0
1190	2019-05-30T22:01:00Z	956.96	957.0	11.1	43.7	8.6	92.0	13.2	349	1200	14.6	0.0	1047.0
1191	2019-05-30T22:21:00Z	956.94	957.0	11.0	43.5	8.2	93.6	13.2	367	1200	14.6	0.0	1101.0
1192	2019-05-30T22:41:00Z	956.98	957.0	10.7	43.1	7.0	96.8	13.2	348	1200	14.5	0.0	1044.0
1193	2019-05-30T23:01:00Z	957.06	957.1	10.1	42.9	7.6	95.4	13.2	368	1200	14.2	0.0	1104.0
1194	2019-05-30T23:21:00Z	957.12	957.2	10.2	43.2	8.8	89.5	13.1	365	1200	14.0	0.0	1095.0
1195	2019-05-30T23:41:00Z	957.13	957.2	10.6	43.2	9.3	87.9	13.1	359	1200	14.1	0.0	1077.0
1196	2019-05-31T00:01:00Z	956.81	956.9	11.0	43.5	9.3	87.1	13.1	356	1200	14.4	0.0	1068.0
1197	2019-05-31T00:21:00Z	956.76	956.8	11.2	43.3	8.9	90.2	13.1	363	1200	14.7	0.0	1089.0
1198	2019-05-31T00:41:00Z	956.7	956.8	11.0	42.9	8.3	93.4	13.1	372	1200	14.8	0.0	1116.0
1199	2019-05-31T01:01:00Z	956.56	956.7	10.6	42.7	8.2	92.4	13.1	364	1200	14.7	0.0	1092.0
1200	2019-05-31T01:21:00Z	956.46	956.6	10.3	42.8	7.6	94.0	13.1	368	1200	14.5	0.0	1104.0
1201	2019-05-31T01:41:00Z	956.52	956.6	10.1	43.0	8.5	90.6	13.1	337	1200	14.3	0.0	1011.0
1202	2019-05-31T02:01:00Z	956.33	956.4	10.2	43.3	8.6	90.6	13.1	356	1200	14.3	0.0	1068.0
1203	2019-05-31T02:21:00Z	956.28	956.4	10.4	43.1	8.4	93.0	13.1	345	1200	14.3	0.0	1035.0
1204	2019-05-31T02:41:00Z	956.31	956.3	10.4	42.9	8.5	92.0	13.1	374	1200	14.4	0.0	1122.0
1205	2019-05-31T03:01:00Z	956.42	956.4	10.4	42.7	8.5	93.3	13.1	365	1200	14.4	0.0	1095.0
1206	2019-05-31T03:21:00Z	956.38	956.4	10.4	42.6	8.6	91.9	13.1	362	1200	14.4	0.0	1086.0
1207	2019-05-31T03:41:00Z	956.36	956.4	10.5	42.7	9.1	87.6	13.1	367	1200	14.4	0.0	1101.0
1208	2019-05-31T04:01:00Z	956.5	956.6	10.6	42.8	9.0	89.3	13.1	367	1200	14.5	0.0	1101.0
1209	2019-05-31T04:21:00Z	956.58	956.6	10.7	42.8	9.2	90.0	13.1	387	1200	14.7	0.0	1161.0
1210	2019-05-31T04:41:00Z	956.75	956.8	10.8	42.8	9.5	89.5	13.2	357	1200	14.8	0.0	1071.0
1211	2019-05-31T05:01:00Z	956.8	956.8	11.0	42.7	9.6	90.2	13.2	410	1200	14.9	0.0	1230.0
1212	2019-05-31T05:21:00Z	956.91	956.9	11.1	42.7	9.9	89.0	13.3	372	1200	15.0	0.0	1116.0
1213	2019-05-31T05:41:00Z	956.87	956.9	11.3	42.8	10.1	89.1	13.4	361	1200	15.2	0.0	1083.0
1214	2019-05-31T06:01:00Z	956.98	957.1	11.5	42.7	10.2	90.7	13.4	395	1200	15.4	0.0	1185.0
1215	2019-05-31T06:21:00Z	957.31	957.4	11.6	42.7	10.4	89.2	13.5	353	1200	15.5	0.0	1059.0
1216	2019-05-31T06:41:00Z	957.43	957.5	11.9	42.6	11.4	87.7	13.8	373	1200	15.7	0.0	1119.0
1217	2019-05-31T07:01:00Z	957.58	957.6	12.3	42.3	11.9	86.0	14.0	347	1200	16.0	0.0	1041.0
1218	2019-05-31T07:21:00Z	957.6	957.6	12.7	42.0	11.7	83.4	14.2	328	1200	16.3	0.0	984.0
1219	2019-05-31T07:41:00Z	957.55	957.6	13.0	41.9	11.9	83.8	14.5	359	1200	16.7	0.0	1077.0
1220	2019-05-31T08:01:00Z	957.63	957.6	13.2	41.9	12.5	84.7	14.4	355	1200	16.9	0.0	1065.0
1221	2019-05-31T08:21:00Z	957.68	957.6	13.7	41.8	13.7	77.8	14.4	335	1200	17.2	0.0	1005.0
1222	2019-05-31T08:41:00Z	957.82	957.7	14.3	41.5	14.5	75.6	14.4	358	1200	17.7	0.0	1074.0
1223	2019-05-31T09:01:00Z	957.68	957.7	15.2	41.1	15.9	66.4	14.4	354	1200	18.2	0.0	1062.0
1224	2019-05-31T09:21:00Z	957.79	957.7	16.2	40.3	17.7	64.9	14.4	343	1200	18.9	0.0	1029.0
1225	2019-05-31T09:41:00Z	957.77	957.7	17.3	39.5	18.0	62.8	14.1	300	1200	19.8	0.0	nan
1226	2019-05-31T10:01:00Z	957.85	957.7	18.3	38.9	20.0	49.9	13.9	419	1200	20.9	0.0	1257.0
1227	2019-05-31T10:21:00Z	957.57	957.6	19.2	38.2	20.1	50.7	13.9	330	1200	21.8	0.0	990.0
1228	2019-05-31T10:41:00Z	957.37	957.4	19.7	37.8	19.2	50.5	13.8	362	1200	22.5	0.0	1086.0
1229	2019-05-31T11:01:00Z	957.23	957.2	20.1	37.7	21.9	44.1	13.8	360	1200	22.9	0.0	1080.0
1230	2019-05-31T11:21:00Z	957.31	957.1	20.7	37.4	19.5	50.6	13.8	361	1200	23.4	0.0	1083.0
1231	2019-05-31T11:41:00Z	957.06	957.0	21.1	37.2	20.4	54.9	13.8	347	1200	23.8	0.0	1041.0
1232	2019-05-31T12:01:00Z	956.98	956.9	21.9	36.8	21.7	45.0	13.8	348	1200	24.2	0.0	1044.0
1233	2019-05-31T12:21:00Z	956.89	956.8	22.3	36.5	22.3	48.7	13.7	393	1200	24.6	0.0	1179.0
1234	2019-05-31T12:41:00Z	956.76	956.7	22.8	36.0	21.2	49.4	13.7	393	1200	25.0	0.0	1179.0
1235	2019-05-31T13:01:00Z	956.49	956.6	23.4	35.8	21.7	44.5	13.7	372	1200	25.3	0.0	1116.0
1236	2019-05-31T13:21:00Z	956.38	956.4	23.3	35.5	21.1	51.5	13.7	376	1200	25.6	0.0	1128.0
1237	2019-05-31T13:41:00Z	956.23	956.3	23.8	35.7	21.3	48.2	13.7	390	1200	25.8	0.0	1170.0
1238	2019-05-31T14:01:00Z	956.06	956.2	23.7	35.3	19.5	54.3	13.7	336	1200	26.1	0.0	1008.0
1239	2019-05-31T14:21:00Z	956.07	956.0	22.9	35.8	21.1	49.6	13.7	364	1200	26.1	0.0	1092.0
1240	2019-05-31T14:41:00Z	956.0	956.0	23.1	36.0	22.0	42.6	13.7	390	1200	26.2	0.0	1170.0
1241	2019-05-31T15:01:00Z	955.96	955.9	24.2	35.7	23.2	43.8	13.7	364	1200	26.6	0.0	1092.0
1242	2019-05-31T15:21:00Z	955.81	955.9	24.2	35.4	21.2	46.4	13.7	345	1200	26.9	0.0	1035.0
1243	2019-05-31T15:41:00Z	955.72	955.8	23.4	35.8	20.1	53.0	13.7	355	1200	26.7	0.0	1065.0
1244	2019-05-31T16:01:00Z	955.72	955.7	22.9	36.3	19.4	55.0	13.7	365	1200	26.4	0.0	1095.0
1245	2019-05-31T16:21:00Z	955.91	955.8	22.2	36.8	18.6	57.6	13.8	376	1200	26.0	0.0	1128.0
1246	2019-05-31T16:41:00Z	955.81	955.7	21.5	37.4	18.3	56.9	13.8	369	1200	25.5	0.0	1107.0
1247	2019-05-31T17:01:00Z	955.92	955.7	21.0	37.9	18.8	60.7	13.8	374	1200	25.0	0.0	1122.0
1248	2019-05-31T17:21:00Z	956.04	955.8	21.2	38.2	23.6	42.0	13.8	366	1200	24.8	0.0	1098.0
1249	2019-05-31T17:41:00Z	955.8	955.7	22.0	37.6	19.1	65.5	13.8	384	1199	25.0	0.0	1153.0
1250	2019-05-31T18:01:00Z	955.73	955.6	21.4	37.4	16.3	74.2	13.8	366	1200	24.9	0.0	1098.0
1251	2019-05-31T18:21:00Z	955.64	955.5	20.1	37.8	14.4	81.4	13.7	366	1200	24.2	0.0	1098.0
1252	2019-05-31T18:41:00Z	955.59	955.5	18.6	38.5	13.3	86.8	13.6	355	1200	23.2	0.0	1065.0
1253	2019-05-31T19:01:00Z	955.76	955.6	17.2	39.1	12.0	89.9	13.5	382	1200	22.0	0.0	1146.0
1254	2019-05-31T19:21:00Z	955.63	955.6	16.2	39.6	11.2	93.7	13.4	360	1200	21.0	0.0	1080.0
1255	2019-05-31T19:41:00Z	955.78	955.7	15.4	40.0	10.8	97.1	13.3	348	1200	20.0	0.0	1044.0
