rec_id	datetime	press4	press1	temp1	relhum1	temp_ext	relhum_ext	volt	counts1	nsecs1	N1T_C	N1RH	moder_cph_filt
3609	2019-07-03T12:21:00Z	951.96	951.9	24.8	36.8	23.1	50.3	13.7	397	1200	27.9	0.0	1191.0
3610	2019-07-03T12:41:00Z	951.94	951.9	24.9	36.9	23.3	48.0	13.7	424	1200	28.0	0.0	1272.0
3611	2019-07-03T13:01:00Z	951.9	951.8	24.9	37.0	23.5	51.3	13.7	419	1200	28.1	0.0	1257.0
3612	2019-07-03T13:21:00Z	951.9	951.8	25.1	37.0	23.2	52.6	13.7	439	1200	28.2	0.0	1317.0
3613	2019-07-03T13:41:00Z	951.72	951.6	24.9	37.1	22.8	53.5	13.7	423	1200	28.2	0.0	1269.0
3614	2019-07-03T14:01:00Z	951.65	951.6	24.7	37.5	22.5	54.4	13.7	403	1200	28.1	0.0	1209.0
3615	2019-07-03T14:21:00Z	951.7	951.7	24.4	37.8	23.1	54.1	13.7	425	1200	27.9	0.0	1275.0
3616	2019-07-03T14:41:00Z	951.61	951.6	24.5	38.0	23.9	49.0	13.7	400	1200	27.8	0.0	1200.0
3617	2019-07-03T15:01:00Z	951.55	951.4	24.9	37.9	23.2	49.3	13.7	421	1200	27.9	0.0	1263.0
3618	2019-07-03T15:21:00Z	951.55	951.4	25.1	37.8	25.1	49.0	13.7	386	1200	28.0	0.0	1158.0
3619	2019-07-03T15:41:00Z	951.61	951.5	25.5	37.6	24.4	49.7	13.7	434	1200	28.2	0.0	1302.0
3620	2019-07-03T16:01:00Z	951.69	951.6	25.5	37.6	24.4	46.3	13.7	394	1200	28.2	0.0	1182.0
3621	2019-07-03T16:21:00Z	951.53	951.5	25.5	37.6	23.7	50.2	13.7	396	1200	28.2	0.0	1188.0
3622	2019-07-03T16:41:00Z	951.55	951.4	25.2	37.8	24.5	51.4	13.7	438	1200	28.0	0.0	1314.0
3623	2019-07-03T17:01:00Z	951.47	951.3	25.2	37.8	24.2	46.8	13.7	398	1200	27.9	0.0	1194.0
3624	2019-07-03T17:21:00Z	951.37	951.3	25.0	37.8	24.1	50.3	13.7	411	1200	27.7	0.0	1233.0
3625	2019-07-03T17:41:00Z	951.13	951.1	24.7	37.9	22.8	56.4	13.7	410	1200	27.6	0.0	1230.0
3626	2019-07-03T18:01:00Z	951.09	951.0	24.2	37.9	21.4	61.6	13.7	408	1200	27.3	0.0	1224.0
3627	2019-07-03T18:21:00Z	950.97	950.9	23.7	38.0	19.4	65.7	13.7	417	1200	26.9	0.0	1251.0
3628	2019-07-03T18:41:00Z	950.81	950.8	22.5	38.2	16.9	77.1	13.6	417	1200	26.4	0.0	1251.0
3629	2019-07-03T19:01:00Z	951.03	951.0	21.1	38.9	16.0	83.1	13.5	409	1200	25.4	0.0	1227.0
3630	2019-07-03T19:21:00Z	951.32	951.1	19.8	39.4	15.2	85.2	13.4	435	1200	24.4	0.0	1305.0
3631	2019-07-03T19:41:00Z	951.42	951.3	19.0	39.8	14.5	90.5	13.3	430	1200	23.4	0.0	1290.0
3632	2019-07-03T20:01:00Z	951.5	951.4	18.4	40.0	14.7	89.8	13.3	383	1200	22.6	0.0	1149.0
3633	2019-07-03T20:21:00Z	951.83	951.7	18.0	40.2	14.5	91.9	13.3	428	1200	22.0	0.0	1284.0
3634	2019-07-03T20:41:00Z	952.08	951.9	18.0	40.2	15.4	91.6	13.3	396	1200	21.5	0.0	1188.0
3635	2019-07-03T21:01:00Z	952.17	952.0	17.8	40.1	14.6	95.6	13.2	403	1200	21.3	0.0	1209.0
3636	2019-07-03T21:21:00Z	952.18	952.1	17.5	39.9	13.9	94.6	13.2	382	1200	21.0	0.0	1146.0
3637	2019-07-03T21:41:00Z	952.22	952.1	17.2	40.0	13.8	96.1	13.2	420	1200	20.7	0.0	1260.0
3638	2019-07-03T22:01:00Z	952.35	952.2	16.8	40.0	13.9	93.4	13.2	395	1200	20.4	0.0	1185.0
3639	2019-07-03T22:21:00Z	952.43	952.3	16.6	40.0	13.9	94.9	13.2	408	1200	20.2	0.0	1224.0
3640	2019-07-03T22:41:00Z	952.42	952.3	16.7	40.1	14.3	94.3	13.2	398	1200	20.0	0.0	1194.0
3641	2019-07-03T23:01:00Z	952.13	952.0	16.7	40.0	14.1	94.4	13.2	412	1200	20.0	0.0	1236.0
3642	2019-07-03T23:21:00Z	952.18	951.9	16.4	39.9	13.1	98.1	13.2	403	1200	19.9	0.0	1209.0
3643	2019-07-03T23:41:00Z	951.96	951.9	15.9	39.9	12.8	98.0	13.2	393	1200	19.6	0.0	1179.0
3644	2019-07-04T00:01:00Z	951.85	951.7	15.3	39.9	12.3	96.8	13.2	426	1200	19.3	0.0	1278.0
3645	2019-07-04T00:21:00Z	951.67	951.7	14.8	40.0	11.1	94.8	13.1	449	1200	18.8	0.0	1347.0
3646	2019-07-04T00:41:00Z	951.83	951.8	14.2	40.0	10.9	96.4	13.1	461	1200	18.3	0.0	1383.0
3647	2019-07-04T01:01:00Z	951.6	951.7	13.6	40.1	10.5	96.9	13.1	437	1200	17.8	0.0	1311.0
3648	2019-07-04T01:21:00Z	951.68	951.7	13.2	40.2	10.6	90.8	13.1	405	1200	17.3	0.0	1215.0
3649	2019-07-04T01:41:00Z	951.85	951.8	13.0	40.3	10.5	86.8	13.1	414	1200	17.0	0.0	1242.0
3650	2019-07-04T02:01:00Z	951.86	951.8	12.9	40.2	10.1	91.1	13.1	401	1200	16.8	0.0	1203.0
3651	2019-07-04T02:21:00Z	951.91	951.8	12.9	40.2	11.0	90.7	13.1	478	1200	16.7	0.0	1434.0
3652	2019-07-04T02:41:00Z	951.94	951.9	12.9	40.1	10.2	91.3	13.1	382	1200	16.5	0.0	1146.0
3653	2019-07-04T03:01:00Z	951.99	951.8	12.6	39.9	10.2	92.2	13.1	430	1200	16.4	0.0	1290.0
3654	2019-07-04T03:21:00Z	951.91	951.8	12.1	39.9	8.4	98.2	13.1	435	1200	16.1	0.0	1305.0
3655	2019-07-04T03:41:00Z	952.03	951.9	11.6	40.0	8.8	98.4	13.1	422	1200	15.7	0.0	1266.0
3656	2019-07-04T04:01:00Z	951.96	952.0	11.3	40.1	9.1	94.8	13.2	416	1200	15.4	0.0	1248.0
3657	2019-07-04T04:21:00Z	952.03	952.0	11.5	40.4	10.5	93.6	13.4	423	1200	15.3	0.0	1269.0
3658	2019-07-04T04:41:00Z	952.12	952.0	12.1	40.4	11.6	89.2	13.7	430	1200	15.7	0.0	1290.0
3659	2019-07-04T05:01:00Z	952.17	952.2	13.0	40.3	14.1	80.8	14.1	418	1200	16.4	0.0	1254.0
3660	2019-07-04T05:21:00Z	952.38	952.3	14.4	40.0	16.6	73.4	14.4	378	1200	17.5	0.0	1134.0
3661	2019-07-04T05:41:00Z	952.55	952.4	15.9	39.2	17.4	58.1	14.4	429	1200	18.9	0.0	1287.0
3662	2019-07-04T06:01:00Z	952.62	952.6	17.1	38.5	17.2	62.5	14.3	414	1200	20.3	0.0	1242.0
3663	2019-07-04T06:21:00Z	952.73	952.7	18.2	38.0	19.0	54.1	14.3	361	1200	21.6	0.0	1083.0
3664	2019-07-04T06:41:00Z	952.92	952.8	19.5	37.3	19.8	54.4	14.0	436	1200	22.9	0.0	1308.0
3665	2019-07-04T07:01:00Z	952.86	952.8	20.4	36.8	20.5	52.6	13.8	431	1200	24.2	0.0	1293.0
3666	2019-07-04T07:21:00Z	953.07	952.9	21.1	36.5	21.0	50.2	13.8	447	1200	25.2	0.0	1341.0
3667	2019-07-04T07:41:00Z	952.84	952.9	21.8	36.3	22.0	46.1	13.8	440	1200	26.2	0.0	1320.0
3668	2019-07-04T08:01:00Z	952.81	952.9	22.4	36.0	21.3	55.4	13.8	417	1200	27.0	0.0	1251.0
3669	2019-07-04T08:21:00Z	952.87	952.9	22.6	36.2	21.8	45.2	13.8	394	1200	27.6	0.0	1182.0
3670	2019-07-04T08:41:00Z	952.94	953.0	22.8	36.3	22.3	50.0	13.7	462	1200	27.9	0.0	1386.0
3671	2019-07-04T09:01:00Z	952.93	953.0	22.9	36.5	22.1	43.3	13.7	402	1200	28.1	0.0	1206.0
3672	2019-07-04T09:21:00Z	952.95	953.0	23.0	36.7	22.9	49.5	13.7	413	1200	28.1	0.0	1239.0
3673	2019-07-04T09:41:00Z	952.99	953.0	23.1	36.8	23.5	46.2	13.7	423	1200	28.0	0.0	1269.0
3674	2019-07-04T10:01:00Z	953.0	952.9	23.4	36.8	23.5	36.7	13.7	405	1200	28.0	0.0	1215.0
3675	2019-07-04T10:21:00Z	952.8	952.9	23.7	36.7	23.6	37.8	13.7	409	1200	28.0	0.0	1227.0
3676	2019-07-04T10:41:00Z	952.74	952.8	24.0	36.7	24.4	41.3	13.7	416	1200	28.0	0.0	1248.0
3677	2019-07-04T11:01:00Z	952.69	952.7	24.3	36.6	24.3	46.0	13.7	437	1200	28.2	0.0	1311.0
3678	2019-07-04T11:21:00Z	952.59	952.5	24.5	36.5	24.7	41.6	13.7	437	1200	28.3	0.0	1311.0
3679	2019-07-04T11:41:00Z	952.37	952.4	24.9	36.5	24.9	44.7	13.7	402	1200	28.4	0.0	1206.0
3680	2019-07-04T12:01:00Z	952.35	952.3	25.4	36.3	24.3	43.4	13.7	394	1200	28.6	0.0	1182.0
3681	2019-07-04T12:21:00Z	952.1	952.1	25.8	36.0	24.7	44.8	13.6	375	1200	28.7	0.0	1125.0
3682	2019-07-04T12:41:00Z	951.94	952.0	26.3	35.7	26.7	38.4	13.6	423	1200	28.9	0.0	1269.0
3683	2019-07-04T13:01:00Z	951.86	951.9	27.1	35.2	25.1	41.7	13.6	450	1200	29.2	0.0	1350.0
3684	2019-07-04T13:21:00Z	951.75	951.9	27.4	35.0	25.7	43.0	13.6	459	1200	29.4	0.0	1377.0
3685	2019-07-04T13:41:00Z	951.7	951.7	27.7	34.8	25.8	42.3	13.6	402	1200	29.8	0.0	1206.0
3686	2019-07-04T14:01:00Z	951.57	951.5	27.9	34.7	25.6	39.2	13.6	452	1200	30.2	0.0	1356.0
3687	2019-07-04T14:21:00Z	951.41	951.4	28.1	34.6	26.2	41.3	13.6	438	1200	30.4	0.0	1314.0
3688	2019-07-04T14:41:00Z	951.28	951.3	28.0	34.6	27.0	37.9	13.6	444	1200	30.6	0.0	1332.0
3689	2019-07-04T15:01:00Z	951.25	951.2	27.9	34.9	27.4	35.7	13.6	384	1200	30.6	0.0	1152.0
3690	2019-07-04T15:21:00Z	951.1	951.1	28.0	34.9	26.4	40.0	13.6	403	1200	30.6	0.0	1209.0
3691	2019-07-04T15:41:00Z	950.95	950.9	27.9	35.0	26.4	37.2	13.6	423	1200	30.4	0.0	1269.0
3692	2019-07-04T16:01:00Z	950.81	950.8	27.8	35.1	26.9	34.4	13.6	373	1200	30.3	0.0	1119.0
3693	2019-07-04T16:21:00Z	950.71	950.7	27.7	35.2	27.0	36.2	13.6	438	1200	30.2	0.0	1314.0
3694	2019-07-04T16:41:00Z	950.63	950.6	27.7	35.2	26.5	40.6	13.6	465	1200	30.0	0.0	1395.0
3695	2019-07-04T17:01:00Z	950.56	950.5	27.5	35.4	26.3	40.8	13.6	433	1200	29.9	0.0	1299.0
3696	2019-07-04T17:21:00Z	950.55	950.6	27.3	35.5	26.1	46.4	13.6	401	1200	29.7	0.0	1203.0
3697	2019-07-04T17:41:00Z	950.61	950.7	26.7	35.8	23.5	48.4	13.6	410	1200	29.4	0.0	1230.0
3698	2019-07-04T18:01:00Z	950.71	950.7	25.8	36.2	22.3	48.4	13.7	403	1200	28.9	0.0	1209.0
3699	2019-07-04T18:21:00Z	950.85	950.7	24.8	36.7	20.7	50.3	13.7	468	1200	28.2	0.0	1404.0
3700	2019-07-04T18:41:00Z	950.79	950.7	23.4	37.2	17.7	61.0	13.6	455	1200	27.4	0.0	1365.0
3701	2019-07-04T19:01:00Z	950.61	950.7	21.9	38.0	16.4	69.2	13.5	441	1200	26.2	0.0	1323.0
3702	2019-07-04T19:21:00Z	951.08	950.8	20.5	38.7	14.4	84.4	13.4	434	1200	24.9	0.0	1302.0
3703	2019-07-04T19:41:00Z	951.17	950.9	19.4	39.3	14.8	77.9	13.3	389	1200	23.7	0.0	1167.0
3704	2019-07-04T20:01:00Z	951.23	951.0	18.6	39.5	13.9	83.2	13.3	434	1200	22.6	0.0	1302.0
3705	2019-07-04T20:21:00Z	951.07	951.0	17.9	39.6	13.7	81.1	13.3	425	1200	21.8	0.0	1275.0
3706	2019-07-04T20:41:00Z	951.1	951.1	17.3	39.6	12.8	86.6	13.2	406	1200	21.1	0.0	1218.0
3707	2019-07-04T21:01:00Z	951.02	950.9	16.7	39.6	12.7	88.5	13.2	386	1200	20.4	0.0	1158.0
3708	2019-07-04T21:21:00Z	951.08	950.9	16.3	39.9	13.3	83.5	13.2	428	1200	19.8	0.0	1284.0
3709	2019-07-04T21:41:00Z	951.13	950.9	16.0	39.8	12.1	85.6	13.2	429	1200	19.4	0.0	1287.0
3710	2019-07-04T22:01:00Z	951.02	950.8	15.6	39.7	11.4	89.6	13.2	443	1200	19.0	0.0	1329.0
3711	2019-07-04T22:21:00Z	950.98	950.8	15.0	39.6	11.4	91.4	13.2	436	1200	18.5	0.0	1308.0
3712	2019-07-04T22:41:00Z	950.69	950.7	14.5	39.6	10.8	91.7	13.2	441	1200	18.0	0.0	1323.0
3713	2019-07-04T23:01:00Z	950.74	950.7	14.1	39.6	11.1	92.5	13.2	451	1200	17.6	0.0	1353.0
3714	2019-07-04T23:21:00Z	950.76	950.7	13.7	39.6	10.7	93.6	13.1	447	1200	17.2	0.0	1341.0
3715	2019-07-04T23:41:00Z	950.56	950.6	13.4	39.5	9.4	96.5	13.1	409	1200	16.9	0.0	1227.0
3716	2019-07-05T00:01:00Z	950.35	950.5	13.0	39.6	10.8	91.2	13.1	422	1200	16.5	0.0	1266.0
3717	2019-07-05T00:21:00Z	950.4	950.5	12.8	39.6	9.4	94.7	13.1	419	1200	16.3	0.0	1257.0
3718	2019-07-05T00:41:00Z	950.48	950.4	12.4	39.5	9.1	97.5	13.1	432	1200	16.1	0.0	1296.0
3719	2019-07-05T01:01:00Z	950.44	950.3	12.0	39.5	8.8	97.5	13.1	396	1200	15.7	0.0	1188.0
3720	2019-07-05T01:21:00Z	950.25	950.1	11.7	39.5	8.5	99.2	13.1	406	1200	15.4	0.0	1218.0
3721	2019-07-05T01:41:00Z	950.01	950.0	11.5	39.6	8.5	99.2	13.1	408	1200	15.2	0.0	1224.0
3722	2019-07-05T02:01:00Z	949.87	949.8	11.3	39.6	8.5	99.6	13.1	426	1200	15.0	0.0	1278.0
3723	2019-07-05T02:21:00Z	949.77	949.8	11.0	39.6	8.3	99.8	13.1	456	1200	14.8	0.0	1368.0
3724	2019-07-05T02:41:00Z	949.66	949.7	10.8	39.6	7.9	100.0	13.0	423	1200	14.5	0.0	1269.0
3725	2019-07-05T03:01:00Z	949.67	949.7	10.6	39.6	8.6	100.0	13.0	423	1199	14.3	0.0	1270.1
3726	2019-07-05T03:21:00Z	949.54	949.5	10.5	39.6	7.9	99.9	13.0	440	1200	14.2	0.0	1320.0
3727	2019-07-05T03:41:00Z	949.64	949.7	10.4	39.7	8.5	100.0	13.1	419	1200	14.1	0.0	1257.0
3728	2019-07-05T04:01:00Z	949.61	949.6	10.6	39.8	9.9	99.8	13.2	442	1200	14.1	0.0	1326.0
3729	2019-07-05T04:21:00Z	949.57	949.5	11.2	40.0	12.0	93.9	13.4	402	1200	14.5	0.0	1206.0
3730	2019-07-05T04:41:00Z	949.58	949.6	12.2	40.0	13.1	90.9	13.6	403	1200	15.3	0.0	1209.0
3731	2019-07-05T05:01:00Z	949.75	949.7	13.2	39.6	13.8	88.6	14.0	430	1200	16.3	0.0	1290.0
3732	2019-07-05T05:21:00Z	949.65	949.8	14.0	39.1	15.0	85.5	14.4	407	1200	17.3	0.0	1221.0
3733	2019-07-05T05:41:00Z	949.88	949.8	14.8	38.7	15.5	82.4	14.4	450	1200	18.4	0.0	1350.0
3734	2019-07-05T06:01:00Z	950.07	949.9	15.6	38.4	17.2	77.6	14.4	410	1200	19.3	0.0	1230.0
3735	2019-07-05T06:21:00Z	950.01	950.0	17.0	37.9	19.6	70.0	14.3	372	1200	20.5	0.0	1116.0
3736	2019-07-05T06:41:00Z	950.1	950.0	18.8	37.2	21.7	65.8	14.3	430	1200	21.9	0.0	1290.0
3737	2019-07-05T07:01:00Z	949.8	949.9	20.7	36.4	24.1	62.2	13.9	457	1200	23.5	0.0	1371.0
3738	2019-07-05T07:21:00Z	949.7	949.8	22.7	35.5	25.3	54.0	13.7	395	1200	25.3	0.0	1185.0
3739	2019-07-05T07:41:00Z	949.87	949.8	24.1	35.0	25.0	53.2	13.7	400	1200	27.1	0.0	1200.0
3740	2019-07-05T08:01:00Z	949.71	949.7	24.7	35.4	24.8	49.3	13.7	402	1200	28.5	0.0	1206.0
3741	2019-07-05T08:21:00Z	949.8	949.9	25.2	35.5	25.2	45.8	13.7	463	1200	29.5	0.0	1389.0
3742	2019-07-05T08:41:00Z	949.71	949.8	25.8	35.6	25.4	45.0	13.6	426	1200	30.3	0.0	1278.0
3743	2019-07-05T09:01:00Z	949.78	949.8	26.0	35.8	25.7	49.4	13.6	394	1200	30.8	0.0	1182.0
3744	2019-07-05T09:21:00Z	949.77	949.9	26.2	36.1	27.0	41.0	13.6	426	1200	31.0	0.0	1278.0
3745	2019-07-05T09:41:00Z	949.84	950.0	26.6	36.2	25.3	44.6	13.7	408	1200	31.2	0.0	1224.0
3746	2019-07-05T10:01:00Z	949.82	949.9	26.8	36.4	27.2	43.8	13.6	388	1200	31.2	0.0	1164.0
3747	2019-07-05T10:21:00Z	949.71	949.8	27.2	36.4	26.0	44.0	13.6	367	1200	31.4	0.0	1101.0
3748	2019-07-05T10:41:00Z	949.73	949.7	27.1	36.6	25.9	48.3	13.6	440	1200	31.4	0.0	1320.0
3749	2019-07-05T11:01:00Z	949.67	949.7	26.9	37.0	25.5	52.4	13.6	437	1200	31.2	0.0	1311.0
3750	2019-07-05T11:21:00Z	949.58	949.6	26.9	37.2	25.9	49.5	13.6	445	1200	31.1	0.0	1335.0
3751	2019-07-05T11:41:00Z	949.36	949.4	27.1	37.4	26.7	45.5	13.6	411	1199	31.0	0.0	1234.0
3752	2019-07-05T12:01:00Z	949.15	949.3	27.3	37.3	26.2	46.6	13.6	425	1200	31.1	0.0	1275.0
3753	2019-07-05T12:21:00Z	949.07	949.3	27.9	37.0	26.3	44.3	13.6	443	1200	31.2	0.0	1329.0
3754	2019-07-05T12:41:00Z	949.08	949.2	28.2	36.9	27.3	44.7	13.6	410	1200	31.3	0.0	1230.0
3755	2019-07-05T13:01:00Z	949.12	949.2	28.3	36.8	27.8	44.0	13.6	439	1200	31.4	0.0	1317.0
3756	2019-07-05T13:21:00Z	948.87	949.1	28.8	36.5	27.4	42.2	13.6	408	1200	31.5	0.0	1224.0
3757	2019-07-05T13:41:00Z	948.97	949.2	29.1	36.3	27.3	41.8	13.6	381	1200	31.8	0.0	1143.0
3758	2019-07-05T14:01:00Z	948.99	949.2	29.2	36.1	27.2	43.0	13.6	452	1200	32.0	0.0	1356.0
3759	2019-07-05T14:21:00Z	948.89	949.0	29.5	35.9	28.0	41.7	13.6	408	1200	32.2	0.0	1224.0
3760	2019-07-05T14:41:00Z	948.77	948.9	29.7	35.7	29.5	38.6	13.5	403	1200	32.4	0.0	1209.0
3761	2019-07-05T15:01:00Z	948.65	948.8	30.0	35.5	29.5	35.8	13.5	442	1200	32.6	0.0	1326.0
3762	2019-07-05T15:21:00Z	948.26	948.5	30.4	35.2	29.3	29.1	13.5	443	1200	32.8	0.0	1329.0
3763	2019-07-05T15:41:00Z	947.97	948.2	30.3	34.9	29.3	27.9	13.5	418	1200	32.9	0.0	1254.0
3764	2019-07-05T16:01:00Z	947.85	948.1	30.2	34.8	28.2	31.9	13.5	396	1200	32.8	0.0	1188.0
3765	2019-07-05T16:21:00Z	947.76	947.9	29.9	35.0	29.1	28.1	13.5	407	1200	32.7	0.0	1221.0
3766	2019-07-05T16:41:00Z	947.72	947.9	29.9	35.0	29.8	27.1	13.5	418	1200	32.6	0.0	1254.0
3767	2019-07-05T17:01:00Z	947.76	947.9	30.0	34.9	28.5	31.8	13.5	433	1200	32.6	0.0	1299.0
3768	2019-07-05T17:21:00Z	947.59	947.8	29.8	35.2	29.2	28.9	13.6	445	1200	32.4	0.0	1335.0
3769	2019-07-05T17:41:00Z	947.57	947.7	29.8	35.3	27.4	40.6	13.6	433	1200	32.4	0.0	1299.0
3770	2019-07-05T18:01:00Z	947.65	947.7	29.5	35.6	27.1	37.2	13.5	437	1200	32.3	0.0	1311.0
3771	2019-07-05T18:21:00Z	947.56	947.6	28.3	36.0	20.8	63.7	13.6	460	1200	31.8	0.0	1380.0
3772	2019-07-05T18:41:00Z	947.41	947.4	26.0	37.3	19.6	67.3	13.5	420	1200	30.6	0.0	1260.0
3773	2019-07-05T19:01:00Z	947.43	947.3	24.3	38.4	18.6	73.6	13.4	420	1200	29.1	0.0	1260.0
3774	2019-07-05T19:21:00Z	947.48	947.4	23.0	39.2	17.8	74.2	13.3	413	1200	27.7	0.0	1239.0
3775	2019-07-05T19:41:00Z	947.55	947.6	21.9	39.7	17.4	75.0	13.3	437	1200	26.4	0.0	1311.0
3776	2019-07-05T20:01:00Z	947.65	947.7	21.0	39.9	15.8	82.1	13.3	429	1200	25.3	0.0	1287.0
3777	2019-07-05T20:21:00Z	947.83	947.7	20.1	40.1	16.1	78.6	13.2	441	1200	24.2	0.0	1323.0
3778	2019-07-05T20:41:00Z	947.97	947.8	19.3	40.1	14.1	88.2	13.2	417	1200	23.3	0.0	1251.0
3779	2019-07-05T21:01:00Z	947.89	947.8	18.7	40.3	14.0	86.0	13.2	426	1200	22.5	0.0	1278.0
3780	2019-07-05T21:21:00Z	948.02	947.8	18.2	40.2	13.8	87.8	13.2	425	1200	21.8	0.0	1275.0
3781	2019-07-05T21:41:00Z	948.05	947.8	17.6	40.2	14.0	86.3	13.2	427	1200	21.2	0.0	1281.0
3782	2019-07-05T22:01:00Z	947.88	947.8	17.1	40.1	13.6	89.4	13.2	433	1200	20.7	0.0	1299.0
3783	2019-07-05T22:21:00Z	947.78	947.8	16.8	40.0	13.3	90.4	13.2	444	1200	20.2	0.0	1332.0
3784	2019-07-05T22:41:00Z	947.75	947.7	16.4	39.9	13.0	91.7	13.1	448	1200	19.8	0.0	1344.0
3785	2019-07-05T23:01:00Z	947.71	947.6	16.0	39.9	12.6	92.0	13.1	454	1200	19.3	0.0	1362.0
3786	2019-07-05T23:21:00Z	947.81	947.7	15.5	39.8	12.3	91.2	13.1	446	1200	18.9	0.0	1338.0
3787	2019-07-05T23:41:00Z	947.8	947.7	15.2	39.8	11.9	93.1	13.1	439	1200	18.5	0.0	1317.0
3788	2019-07-06T00:01:00Z	947.76	947.6	14.8	39.8	11.5	94.4	13.1	446	1200	18.2	0.0	1338.0
3789	2019-07-06T00:21:00Z	947.59	947.4	14.5	40.2	13.0	85.2	13.1	399	1200	17.9	0.0	1197.0
3790	2019-07-06T00:41:00Z	947.47	947.3	14.6	40.4	12.9	82.1	13.1	449	1200	17.8	0.0	1347.0
3791	2019-07-06T01:01:00Z	947.32	947.1	14.6	40.1	10.2	93.0	13.1	467	1200	17.9	0.0	1401.0
3792	2019-07-06T01:21:00Z	946.89	946.9	14.0	39.8	10.4	94.5	13.1	427	1200	17.7	0.0	1281.0
3793	2019-07-06T01:41:00Z	946.65	946.7	13.3	39.8	9.7	97.4	13.1	459	1200	17.3	0.0	1377.0
3794	2019-07-06T02:01:00Z	946.49	946.6	12.8	39.8	9.8	97.0	13.1	432	1200	16.8	0.0	1296.0
3795	2019-07-06T02:21:00Z	946.46	946.4	12.4	39.8	9.1	98.1	13.1	424	1200	16.4	0.0	1272.0
3796	2019-07-06T02:41:00Z	946.42	946.4	12.0	39.8	8.9	99.3	13.0	457	1200	16.0	0.0	1371.0
3797	2019-07-06T03:01:00Z	946.19	946.3	11.7	39.8	8.8	99.4	13.0	467	1200	15.6	0.0	1401.0
3798	2019-07-06T03:21:00Z	945.98	946.2	11.4	39.7	8.3	99.9	13.0	449	1200	15.2	0.0	1347.0
3799	2019-07-06T03:41:00Z	945.98	946.0	11.1	39.8	8.4	99.9	13.1	464	1200	14.9	0.0	1392.0
3800	2019-07-06T04:01:00Z	945.78	945.9	11.0	39.9	9.3	99.1	13.2	452	1200	14.7	0.0	1356.0
3801	2019-07-06T04:21:00Z	945.71	945.9	11.4	40.1	10.7	94.9	13.4	417	1200	14.8	0.0	1251.0
3802	2019-07-06T04:41:00Z	945.84	945.9	12.2	40.1	12.2	89.8	13.7	455	1200	15.3	0.0	1365.0
3803	2019-07-06T05:01:00Z	945.87	945.9	13.2	40.0	15.2	78.4	14.1	483	1200	16.3	0.0	1449.0
3804	2019-07-06T05:21:00Z	945.78	945.8	14.6	39.7	16.7	72.9	14.4	451	1200	17.6	0.0	1353.0
3805	2019-07-06T05:41:00Z	946.0	945.8	16.2	39.0	18.2	63.0	14.4	466	1200	19.0	0.0	1398.0
3806	2019-07-06T06:01:00Z	945.94	945.8	18.0	38.1	20.0	64.4	14.3	502	1200	20.5	0.0	nan
3807	2019-07-06T06:21:00Z	945.7	945.8	19.6	37.3	21.5	62.0	14.3	438	1200	22.0	0.0	1314.0
3808	2019-07-06T06:41:00Z	945.79	945.9	21.2	36.7	23.7	58.4	14.2	429	1200	23.6	0.0	1287.0
3809	2019-07-06T07:01:00Z	945.99	945.9	22.6	36.1	26.0	47.3	13.8	399	1200	25.1	0.0	1197.0
3810	2019-07-06T07:21:00Z	945.66	945.7	24.4	35.3	27.3	40.6	13.7	445	1200	26.9	0.0	1335.0
3811	2019-07-06T07:41:00Z	945.45	945.7	25.7	34.9	27.2	38.8	13.6	457	1200	28.8	0.0	1371.0
3812	2019-07-06T08:01:00Z	945.46	945.6	26.5	34.7	27.8	35.3	13.6	436	1200	30.3	0.0	1308.0
3813	2019-07-06T08:21:00Z	945.32	945.5	27.1	34.7	28.0	34.6	13.6	454	1200	31.4	0.0	1362.0
3814	2019-07-06T08:41:00Z	945.33	945.4	27.7	34.6	28.2	26.8	13.6	432	1200	32.3	0.0	1296.0
3815	2019-07-06T09:01:00Z	945.34	945.5	28.2	34.6	28.8	30.0	13.6	465	1200	32.9	0.0	1395.0
3816	2019-07-06T09:21:00Z	945.24	945.4	28.7	34.4	28.6	26.3	13.6	446	1200	33.4	0.0	1338.0
3817	2019-07-06T09:41:00Z	945.32	945.5	28.7	34.5	29.7	28.6	13.6	448	1200	33.6	0.0	1344.0
3818	2019-07-06T10:01:00Z	945.19	945.3	29.0	34.5	29.3	32.0	13.6	438	1200	33.7	0.0	1314.0
3819	2019-07-06T10:21:00Z	945.11	945.3	29.2	34.5	28.7	31.7	13.6	440	1200	33.8	0.0	1320.0
3820	2019-07-06T10:41:00Z	944.86	945.1	29.5	34.5	30.2	35.5	13.6	437	1200	33.8	0.0	1311.0
3821	2019-07-06T11:01:00Z	944.82	945.1	29.8	34.5	30.9	27.0	13.5	412	1200	34.0	0.0	1236.0
3822	2019-07-06T11:21:00Z	944.56	944.9	30.2	34.3	29.4	32.5	13.5	439	1200	34.2	0.0	1317.0
3823	2019-07-06T11:41:00Z	944.45	944.7	30.6	34.1	29.7	30.3	13.5	468	1200	34.3	0.0	1404.0
3824	2019-07-06T12:01:00Z	944.59	944.9	30.5	34.0	28.9	30.2	13.5	434	1200	34.4	0.0	1302.0
3825	2019-07-06T12:21:00Z	944.32	944.7	30.7	34.2	29.7	30.6	13.5	446	1200	34.3	0.0	1338.0
